"ID","y_pred"
1627,0.0166666666666667
1628,0.01
1629,0.186666666666667
1630,0.143333333333333
1631,0.11
1632,0.213333333333333
1633,0.246666666666667
1634,0.0233333333333333
1635,0.15
1636,0.956666666666667
1637,0.213333333333333
1638,0.00666666666666667
1639,0.946666666666667
1640,0.0366666666666667
1641,0
1642,0.266666666666667
1643,0.0766666666666667
1644,0.0533333333333333
1645,0.246666666666667
1646,0.01
1647,0.226666666666667
1648,0.00333333333333333
1649,0.00666666666666667
1650,0.82
1651,0.993333333333333
1652,0.716666666666667
1653,0.196666666666667
1654,0.966666666666667
1655,0.01
1656,0.03
1657,0.00333333333333333
1658,0.553333333333333
1659,0.0666666666666667
1660,0.0133333333333333
1661,0.00333333333333333
1662,0.0366666666666667
1663,0.0366666666666667
1664,0.196666666666667
1665,0
1666,0.706666666666667
1667,0.02
1668,0.0866666666666667
1669,0.196666666666667
1670,0.66
1671,0.9
1672,0.986666666666667
1673,0.04
1674,0.543333333333333
1675,0.643333333333333
1676,0.106666666666667
1677,0
1678,0.906666666666667
1679,0.00333333333333333
1680,0.326666666666667
1681,0.06
1682,0.153333333333333
1683,0.03
1684,0.87
1685,0.133333333333333
1686,0.19
1687,0.00333333333333333
1688,0.213333333333333
1689,0.04
1690,0.56
1691,0.99
1692,0.0966666666666667
1693,0.24
1694,0
1695,0.203333333333333
1696,0.33
1697,0.0466666666666667
1698,0.07
1699,0.04
1700,0.0333333333333333
1701,0.143333333333333
1702,0.306666666666667
1703,0.0766666666666667
1704,0.956666666666667
1705,0.00666666666666667
1706,0.636666666666667
1707,0.1
1708,0.01
1709,0.00333333333333333
1710,0.98
1711,0
1712,0.986666666666667
1713,0.00333333333333333
1714,0.09
1715,0.0333333333333333
1716,0.00666666666666667
1717,0.996666666666667
1718,0.02
1719,0.923333333333333
1720,0.253333333333333
1721,0.936666666666667
1722,0.976666666666667
1723,0.103333333333333
1724,0.02
1725,0.04
1726,1
1727,0
1728,0.0266666666666667
1729,0.646666666666667
1730,0.01
1731,0.133333333333333
1732,0.163333333333333
1733,0
1734,0.27
1735,0.713333333333333
1736,0.526666666666667
1737,0.106666666666667
1738,0.163333333333333
1739,0.0866666666666667
1740,0.0733333333333333
1741,0.0133333333333333
1742,0.0133333333333333
1743,0.176666666666667
1744,0.306666666666667
1745,0.19
1746,0.00333333333333333
1747,0.91
1748,0.0466666666666667
1749,0.143333333333333
1750,0.01
1751,0
1752,0.16
1753,0.653333333333333
1754,0.91
1755,0.176666666666667
1756,0.00333333333333333
1757,0.41
1758,0.0333333333333333
1759,0.243333333333333
1760,0.993333333333333
1761,0.333333333333333
1762,0.21
1763,0.0166666666666667
1764,0.00666666666666667
1765,0.56
1766,0.166666666666667
1767,0.1
1768,0.0366666666666667
1769,0.0466666666666667
1770,0.27
1771,0.986666666666667
1772,0.06
1773,0.0466666666666667
1774,0
1775,0.72
1776,0.00666666666666667
1777,0.213333333333333
1778,0.0266666666666667
1779,0.96
1780,0.0466666666666667
1781,0.04
1782,0.136666666666667
1783,0.0433333333333333
1784,0.03
1785,0.296666666666667
1786,0.04
1787,0.06
1788,0.26
1789,0.01
1790,0.01
1791,0.0233333333333333
1792,0.993333333333333
1793,0.993333333333333
1794,0.986666666666667
1795,0.00666666666666667
1796,0.0666666666666667
1797,0.03
1798,0.923333333333333
1799,0.966666666666667
1800,0.176666666666667
1801,0.00666666666666667
1802,0
1803,0.93
1804,0.00333333333333333
1805,0.00666666666666667
1806,0.166666666666667
1807,0.03
1808,0.206666666666667
1809,0
1810,0.0266666666666667
1811,0.0333333333333333
1812,0.19
1813,0.97
1814,0.12
1815,0.216666666666667
1816,0.113333333333333
1817,0.0733333333333333
1818,0.0466666666666667
1819,0.943333333333333
1820,0
1821,0.79
1822,0.0833333333333333
1823,0.77
1824,0.276666666666667
1825,0.0933333333333333
1826,0.0233333333333333
1827,0.116666666666667
1828,0
1829,0.796666666666667
1830,0.88
1831,0.00333333333333333
1832,0.0466666666666667
1833,0.0133333333333333
1834,0.05
1835,0
1836,0.05
1837,0.343333333333333
1838,0.193333333333333
1839,0.133333333333333
1840,0.0566666666666667
1841,0.133333333333333
1842,0.213333333333333
1843,0.01
1844,0.0166666666666667
1845,0
1846,0.02
1847,0.0433333333333333
1848,0.04
1849,0.0566666666666667
1850,0
1851,0.38
1852,0.00333333333333333
1853,0.0866666666666667
1854,0.22
1855,0.916666666666667
1856,0.05
1857,0.0166666666666667
1858,0.1
1859,0.226666666666667
1860,0.0266666666666667
1861,0.213333333333333
1862,0.00333333333333333
1863,0.06
1864,0.0166666666666667
1865,0.973333333333333
1866,0.01
1867,0.0833333333333333
1868,0.993333333333333
1869,0.913333333333333
1870,0.923333333333333
1871,0.986666666666667
1872,0.06
1873,0.01
1874,0.0666666666666667
1875,0.99
1876,0.996666666666667
1877,0.0433333333333333
1878,0.00333333333333333
1879,0.07
1880,0.146666666666667
1881,0.0233333333333333
1882,0.826666666666667
1883,0.0366666666666667
1884,0.0466666666666667
1885,0.393333333333333
1886,0.0433333333333333
1887,0.0533333333333333
1888,0.04
1889,0.343333333333333
1890,0.08
1891,0.09
1892,0.01
1893,0.166666666666667
1894,0.0433333333333333
1895,0.116666666666667
1896,0.983333333333333
1897,0.346666666666667
1898,0.146666666666667
1899,0.103333333333333
1900,0.0266666666666667
1901,0.06
1902,0.0766666666666667
1903,0.176666666666667
1904,0.0633333333333333
1905,0.146666666666667
1906,0.98
1907,0.0266666666666667
1908,0.00333333333333333
1909,0.00333333333333333
1910,0.0266666666666667
1911,0.766666666666667
1912,0.0766666666666667
1913,0.11
1914,0.333333333333333
1915,0
1916,0.0533333333333333
1917,0.0266666666666667
1918,0.983333333333333
1919,0
1920,0.02
1921,0
1922,0.0766666666666667
1923,0.0233333333333333
1924,0.0833333333333333
1925,0.0466666666666667
1926,0.993333333333333
1927,0.0366666666666667
1928,0.946666666666667
1929,0.0233333333333333
1930,0.0533333333333333
1931,0.266666666666667
1932,0.123333333333333
1933,0.206666666666667
1934,0.71
1935,0.503333333333333
1936,0.88
1937,0.5
1938,0.92
1939,0.06
1940,0.993333333333333
1941,0.0833333333333333
1942,0.03
1943,0.253333333333333
1944,0.996666666666667
1945,0.16
1946,0.46
1947,0.126666666666667
1948,0.863333333333333
1949,0.773333333333333
1950,0.2
1951,0.08
1952,0.906666666666667
1953,0.746666666666667
1954,0.426666666666667
1955,0.23
1956,0.163333333333333
1957,0.266666666666667
1958,0.363333333333333
1959,0.38
1960,0
1961,0.116666666666667
1962,0.41
1963,0.143333333333333
1964,0.07
1965,0.153333333333333
1966,0.25
1967,0.08
1968,0.0133333333333333
1969,0.366666666666667
1970,0.07
1971,0.05
1972,0.01
1973,0.983333333333333
1974,0.11
1975,0.93
1976,0.19
1977,0.97
1978,0.0866666666666667
1979,0.0166666666666667
1980,0.0833333333333333
1981,0.0333333333333333
1982,0.916666666666667
1983,0.746666666666667
1984,0.00666666666666667
1985,0.713333333333333
1986,0.0766666666666667
